E Win Num 1,E Win Num 2,E Win Num 3,E Win Num 4,E Win Num 5
5,6,17,30,36
5,10,25,34,36
3,20,25,28,31
13,14,17,27,31
1,5,17,23,29
2,13,20,28,35
8,17,20,31,38
1,10,16,30,36
1,31,33,36,37
3,9,20,21,38
3,18,28,35,38
10,24,34,35,39
6,11,18,37,39
1,6,8,13,39
11,33,34,37,38
10,13,20,27,33
3,9,11,28,38
8,13,23,26,37
7,8,14,20,22
15,28,31,36,37
4,15,24,26,32
7,13,20,22,27
13,33,34,35,37
9,11,17,21,25
1,5,18,33,39
7,15,21,24,38
2,9,20,35,37
3,18,28,35,36
8,12,18,21,26
2,14,27,31,39
9,10,14,30,37
8,13,20,22,33
2,7,23,29,39
1,19,35,36,38
6,21,29,32,34
8,16,26,29,38
3,5,12,17,37
1,5,7,8,9
1,3,23,26,34
7,8,18,24,38
3,11,33,36,37
6,13,19,27,35
1,2,9,11,17
10,16,28,33,34
7,16,20,31,35
3,6,11,25,28
10,11,15,17,33
4,5,7,15,34
6,23,24,30,37
12,17,24,31,32
4,6,20,22,31
5,23,26,29,39
7,16,17,32,37
8,10,19,31,38
3,5,12,15,21
2,18,27,35,39
8,12,18,23,27
13,14,34,35,39
2,13,29,36,38
8,10,14,25,26
7,10,12,33,37
18,20,26,31,39
12,14,21,30,39
26,30,32,35,39
10,15,19,24,34
14,15,22,27,31
4,20,27,33,35
4,22,26,30,31
5,6,16,35,37
16,19,23,29,32
1,18,31,34,36
3,11,20,35,38
11,22,25,33,35
8,27,31,34,39
2,13,15,19,28
14,16,18,22,38
4,21,27,28,36
2,5,7,29,34
9,11,14,17,27
7,17,22,23,24
5,17,21,25,29
1,6,16,23,35
9,11,12,26,30
11,13,18,26,27
10,11,23,25,33
4,11,16,18,35
2,7,8,21,24
6,8,15,18,35
5,14,19,24,25
2,17,25,36,37
7,11,24,27,38
1,2,11,23,25
1,2,4,7,13
7,8,11,28,31
5,16,17,27,32
5,18,25,37,39
1,6,24,28,29
5,19,23,29,33
18,19,27,29,34
3,19,30,37,38
3,11,16,27,36
1,7,10,16,37
8,19,20,27,30
2,9,17,23,30
17,26,29,31,37
8,12,18,29,33
2,5,13,18,35
20,26,28,34,38
7,12,21,23,39
18,27,30,32,36
16,20,24,30,38
5,10,29,35,39
2,16,17,24,31
2,9,18,25,38
2,13,16,27,33
1,8,15,18,23
4,11,14,25,37
3,7,8,16,30
4,14,23,29,39
9,13,17,25,26
7,24,29,34,35
3,6,12,22,34
3,11,19,33,34
9,28,32,34,39
7,12,14,17,19
5,7,9,11,12
3,4,18,27,30
8,10,13,28,33
1,3,32,35,39
4,11,15,30,37
1,18,23,25,31
16,22,31,33,34
7,8,13,18,38
10,15,16,38,39
2,10,19,23,30
16,18,21,31,35
6,21,23,27,33
1,10,16,29,38
17,27,31,32,36
3,6,15,30,31
6,7,15,16,19
2,14,23,30,36
10,17,19,27,36
7,12,16,19,31
3,7,13,20,24
15,16,18,23,35
6,12,16,36,38
6,8,9,10,23
6,9,11,13,15
9,10,11,17,20
1,10,33,35,39
4,6,9,31,39
2,6,17,18,39
3,8,17,19,37
1,7,29,32,34
3,14,18,27,36
4,15,17,19,25
6,8,32,33,34
5,8,12,14,16
9,25,28,34,36
6,10,22,23,24
5,7,18,21,26
1,11,17,22,27
2,7,15,23,30
2,17,26,29,34
1,9,10,19,36
14,29,32,34,37
4,12,13,16,35
1,4,14,17,36
6,14,20,25,28
2,3,22,24,30
3,4,5,7,32
5,7,14,24,28
21,24,27,29,30
8,19,25,28,36
14,18,19,20,26
3,8,10,30,32
1,10,19,31,38
4,24,25,26,36
14,20,23,32,35
8,9,15,24,25
5,7,14,15,22
15,25,31,35,36
4,25,28,32,34
3,17,20,28,39
5,10,15,33,36
4,8,13,32,33
16,19,20,26,33
5,10,11,14,36
3,6,8,17,18
3,13,15,21,38
2,6,14,34,37
4,11,15,17,24
8,10,33,36,38
1,16,22,25,39
8,11,12,14,15
1,15,22,32,35
9,11,12,15,26
4,7,14,23,34
2,9,12,21,29
2,25,29,33,39
3,9,17,20,25
6,7,15,16,18
14,17,18,19,26
6,14,18,36,37
6,10,13,30,35
11,22,26,32,39
3,10,19,28,31
1,2,18,36,38
3,10,21,22,23
1,14,15,20,30
23,25,27,30,34
4,5,7,38,39
7,14,17,25,35
1,4,9,11,29
7,9,12,26,38
1,9,16,27,31
13,19,20,21,33
1,7,12,20,22
6,13,14,16,30
6,13,16,17,31
13,14,25,36,37
18,21,28,35,39
6,8,12,21,34
6,7,13,33,35
4,16,19,29,37
13,14,25,35,36
3,4,10,12,15
3,4,8,15,32
5,7,17,24,27
7,12,14,19,20
8,10,12,15,20
6,9,24,25,34
6,9,23,36,39
2,5,9,15,27
4,19,23,36,38
1,15,20,23,33
11,14,16,26,30
19,26,29,30,33
9,14,16,19,36
7,15,16,26,37
1,6,11,12,15
12,16,17,19,34
12,16,17,32,35
1,18,23,27,33
3,32,35,36,38
11,13,26,32,38
8,14,21,32,38
14,22,23,29,38
4,11,12,14,25
3,7,10,38,39
23,27,28,35,39
1,14,15,23,24
2,16,21,31,38
2,5,17,37,38
7,20,21,32,38
8,10,13,33,37
2,18,20,24,28
11,12,24,36,37
1,2,6,16,37
2,7,14,15,38
6,7,21,26,38
3,23,25,28,31
12,24,37,38,39
5,21,22,31,39
3,4,18,30,32
10,24,26,27,36
3,7,9,21,32
10,11,15,32,35
13,20,25,26,36
16,19,28,33,38
12,15,20,35,37
3,19,25,27,39
3,5,11,21,35
5,17,19,23,33
10,13,33,35,37
4,7,16,21,36
3,25,26,33,34
11,25,30,34,38
11,16,17,28,31
16,18,20,25,38
4,15,23,27,36
9,12,13,14,16
1,2,11,25,38
1,13,20,21,36
15,24,29,38,39
2,9,25,26,30
1,17,30,33,34
9,15,29,30,31
12,19,21,23,36
1,15,21,27,33
7,12,29,32,38
1,10,16,36,37
1,3,9,10,27
11,14,22,25,39
3,8,12,25,38
1,6,18,19,23
3,4,11,15,38
2,6,10,13,18
8,14,15,30,36
7,22,26,30,31
10,23,24,25,33
4,16,22,29,39
4,26,30,34,36
2,7,13,15,28
12,15,19,21,29
8,12,20,23,36
13,16,19,24,34
14,19,22,28,37
6,14,15,23,38
14,27,30,32,35
7,8,9,27,34
11,14,19,33,39
10,23,31,33,34
7,15,21,26,35
6,12,16,19,27
4,6,10,14,33
5,9,27,28,35
4,7,10,12,35
12,15,17,22,39
16,17,24,34,36
3,7,8,19,22
19,29,33,34,35
18,24,27,31,37
13,18,25,27,28
17,19,22,24,26
3,6,11,29,31
6,10,30,31,37
10,17,24,31,34
19,24,27,33,35
2,18,21,25,36
2,21,27,28,30
7,18,20,23,39
15,25,26,28,32
17,18,24,29,39
5,10,19,23,25
2,10,13,17,20
5,20,25,33,34
3,6,15,17,32
3,10,31,33,39
6,19,21,23,26
5,6,13,21,39
5,7,17,29,30
5,6,20,27,37
6,17,25,26,31
1,9,14,21,26
20,22,23,24,36
1,10,23,24,39
9,12,20,27,31
3,7,13,23,32
8,9,18,22,27
7,8,10,14,39
2,21,23,37,38
12,17,25,26,39
2,13,16,24,30
12,17,21,22,25
12,14,23,33,35
7,9,28,31,39
3,4,6,18,35
17,19,23,25,32
3,16,20,22,39
1,4,6,19,34
7,22,28,33,37
14,15,30,31,37
4,15,19,23,39
14,17,19,29,36
9,19,28,33,39
7,8,19,20,22
3,8,10,15,26
3,8,11,19,32
14,19,29,30,34
4,24,26,27,39
4,10,13,17,32
7,16,25,34,37
5,10,11,20,37
3,5,17,21,23
1,3,13,22,24
2,3,18,22,36
6,9,15,17,39
4,5,23,25,39
7,9,11,12,22
7,14,16,33,35
2,17,28,33,34
4,6,20,32,38
2,3,6,9,17
3,16,28,32,36
7,11,22,29,35
6,9,22,23,39
7,20,27,30,38
15,23,26,32,37
15,16,19,27,30
9,13,20,22,34
10,18,21,22,37
2,5,14,15,21
19,29,32,35,37
5,10,23,30,33
1,9,16,17,33
3,5,9,24,39
5,10,11,17,27
12,23,31,34,38
3,9,13,35,37
2,6,18,19,21
7,9,21,34,39
4,12,18,23,36
1,9,15,18,28
4,6,23,28,36
17,20,24,30,37
9,13,18,19,35
5,11,25,26,32
4,16,19,23,32
3,8,25,31,36
4,6,14,22,37
3,4,14,16,33
4,8,22,25,29
6,20,21,26,34
19,22,24,26,30
22,24,28,31,37
2,21,24,28,34
2,7,16,23,27
4,20,22,35,38
6,10,13,22,35
20,26,32,36,38
12,24,27,33,38
4,5,7,29,31
4,6,13,26,34
4,11,12,23,38
2,15,22,25,39
2,4,17,19,36
1,26,27,32,34
1,14,27,30,37
10,12,20,23,25
8,18,29,37,38
3,6,9,17,25
1,6,15,36,39
4,7,9,17,20
1,17,20,25,29
18,22,25,34,35
4,12,25,27,30
2,10,30,31,32
7,13,14,25,31
2,6,10,11,37
11,12,30,36,37
6,10,13,17,20
14,20,30,32,38
1,7,17,29,33
2,12,14,20,36
8,10,11,22,36
5,21,25,31,34
6,17,25,31,35
17,20,35,36,39
8,18,27,28,39
4,21,22,34,35
2,11,24,30,31
6,8,16,34,36
7,9,18,27,37
5,9,19,25,34
6,11,12,20,35
7,14,19,20,27
2,7,10,17,36
6,7,9,24,28
7,19,25,37,39
6,9,13,22,33
17,20,21,22,36
6,15,23,26,33
3,8,10,18,29
19,28,30,32,33
5,19,22,29,32
5,6,7,27,37
6,15,27,28,37
7,32,33,38,39
15,17,20,30,31
2,19,22,36,37
5,14,30,31,36
10,20,23,24,38
19,23,27,30,38
11,15,20,36,38
8,11,15,21,39
4,6,24,37,39
1,5,20,29,36
1,13,15,23,35
10,11,20,21,32
5,13,24,25,36
1,22,25,26,36
7,10,11,17,30
4,10,19,29,37
8,15,30,34,37
1,3,15,19,21
1,18,19,24,35
8,23,31,33,36
1,12,14,17,37
2,5,31,33,34
1,5,28,32,34
6,26,28,29,36
7,11,15,20,37
2,3,5,19,32
2,3,4,15,21
6,10,19,27,38
7,11,23,26,31
12,26,29,34,36
1,3,4,23,37
11,18,22,25,27
6,16,19,25,37
1,3,4,10,23
1,6,8,21,32
6,10,11,13,16
15,16,17,18,32
2,6,17,30,35
2,12,26,28,36
2,13,20,34,35
11,17,20,31,38
20,32,33,36,37
12,16,27,33,39
8,10,21,22,32
2,5,15,20,31
7,24,31,36,38
3,14,15,24,28
7,10,29,33,39
22,26,31,33,34
12,19,23,29,33
13,20,27,30,33
1,10,17,18,31
4,14,23,27,36
8,23,30,35,36
7,15,23,31,34
5,22,32,37,38
9,10,18,24,35
8,20,27,32,36
5,6,20,34,35
3,4,8,32,35
1,10,13,17,34
12,17,29,33,39
7,9,24,29,33
9,18,20,31,37
12,17,21,23,32
7,14,24,29,34
9,14,16,18,19
9,19,29,36,39
6,8,9,20,33
22,27,31,36,39
4,10,14,18,25
4,5,32,33,37
4,5,15,17,26
3,11,15,24,29
14,20,26,27,28
1,6,8,26,30
4,10,14,19,38
5,12,24,28,31
9,16,17,27,31
5,6,9,20,28
9,16,18,19,35
3,13,22,24,38
6,19,22,26,31
2,5,28,33,39
3,8,18,23,27
2,5,25,27,30
4,7,11,17,26
12,13,17,22,35
3,24,30,34,39
7,23,25,28,35
8,15,17,28,31
1,14,22,25,33
14,15,20,26,34
4,5,14,22,30
10,16,21,32,34
22,28,31,33,38
1,2,14,15,31
4,11,14,19,31
3,9,11,25,35
3,13,17,26,34
7,19,20,28,33
2,5,7,13,30
16,21,33,35,37
16,22,27,30,37
23,24,29,30,36
18,20,21,34,39
2,8,20,31,39
9,21,28,29,37
13,25,27,37,38
20,21,23,35,38
5,6,10,18,34
1,6,16,21,37
4,9,25,35,36
2,10,16,17,33
4,9,21,25,36
24,27,29,31,35
9,19,22,23,33
7,10,14,15,22
1,11,23,24,25
1,22,29,31,34
7,12,19,21,36
4,10,23,27,35
2,3,12,30,35
6,10,19,26,30
8,10,18,24,33
2,4,5,22,29
9,11,16,17,30
2,4,11,25,35
4,8,10,23,30
12,22,32,35,39
2,6,12,33,39
5,8,13,27,33
1,3,5,12,17
12,15,16,24,30
18,19,21,34,35
2,3,4,7,25
1,16,17,21,32
5,8,9,26,31
7,18,29,33,38
5,23,29,34,37
4,14,21,33,34
2,12,24,27,33
7,12,15,25,35
9,14,27,32,34
1,3,7,9,35
5,7,15,20,33
7,11,22,24,36
6,10,21,27,31
7,12,19,27,31
8,10,16,19,30
2,8,14,18,28
4,11,20,27,34
2,18,22,30,34
9,15,16,19,22
7,11,13,25,30
1,5,18,26,34
14,16,19,23,37
9,11,16,17,34
12,15,16,21,39
17,20,23,35,37
10,14,20,30,34
10,18,33,38,39
3,4,5,12,36
1,4,14,29,32
1,20,33,34,35
12,16,18,20,23
6,12,26,30,31
2,15,28,29,33
11,19,23,26,31
8,9,20,22,34
1,3,9,18,29
19,25,27,35,36
7,13,18,29,38
16,19,20,22,31
12,16,29,33,35
1,9,14,27,28
2,14,27,34,39
19,23,24,26,35
1,7,10,29,36
2,21,31,33,37
1,6,9,10,28
3,15,17,34,37
14,17,19,29,39
14,18,19,25,37
14,18,22,24,36
6,9,18,20,25
7,14,37,38,39
11,13,34,36,37
4,18,21,32,39
2,7,15,25,27
1,6,22,34,39
1,14,28,29,30
6,10,15,18,21
3,9,16,20,39
5,12,13,20,37
14,19,22,25,27
2,9,21,29,33
1,20,25,27,30
1,3,9,20,36
5,10,16,21,24
10,26,27,28,38
8,9,12,21,37
13,16,34,35,38
6,11,17,22,32
5,9,10,23,34
7,25,30,33,34
8,12,31,32,33
6,16,25,34,37
2,18,19,32,36
12,21,28,30,36
6,7,30,32,39
8,16,18,22,38
10,21,25,28,34
1,23,35,38,39
13,15,16,31,39
15,31,36,38,39
14,18,19,30,34
12,15,23,32,33
3,8,15,27,29
4,7,8,21,24
7,9,11,22,38
2,5,24,30,36
1,11,18,31,39
9,31,33,34,39
2,3,21,23,27
3,4,17,21,30
2,9,16,17,29
1,18,30,31,32
2,6,15,16,27
10,14,17,30,38
5,9,24,25,36
7,18,26,30,32
2,3,5,15,35
4,8,12,21,39
3,4,13,29,36
5,6,10,37,39
3,7,27,29,36
6,17,23,25,26
15,16,17,18,28
5,12,17,23,37
1,2,10,27,30
5,15,17,19,20
8,28,30,32,36
14,15,16,32,37
2,3,15,25,33
9,15,23,24,26
8,17,19,22,37
2,11,12,20,25
4,6,10,11,32
7,10,14,21,32
14,21,22,23,33
5,15,22,34,35
5,7,8,32,34
10,12,27,37,39
2,5,11,12,36
13,15,23,26,31
6,14,18,35,36
9,12,13,28,37
2,6,29,35,36
4,10,16,17,31
22,28,34,37,39
15,17,29,34,39
6,7,10,22,27
6,7,25,27,33
3,4,12,29,36
4,12,13,17,18
4,7,11,14,31
16,30,33,36,38
3,4,7,17,21
6,11,15,25,39
2,17,21,25,39
1,6,10,22,27
2,12,14,21,23
12,15,24,25,33
9,14,15,24,39
1,18,20,27,35
1,4,10,19,27
27,32,35,37,39
7,14,18,19,35
10,13,22,24,32
22,27,30,31,34
2,10,12,20,28
9,11,13,17,21
1,6,7,24,32
2,5,14,27,33
4,28,31,32,38
19,25,27,31,33
5,6,17,24,31
6,14,18,28,38
2,3,14,22,31
2,5,7,20,29
1,4,12,34,36
6,11,15,16,33
14,16,26,27,34
1,10,12,27,38
5,7,15,19,27
4,19,21,22,28
9,17,23,30,35
19,21,23,24,27
4,9,13,20,37
17,20,23,34,36
7,25,30,33,35
4,9,23,30,31
2,11,22,26,37
3,10,18,19,20
25,28,29,30,36
1,2,12,34,39
4,8,12,14,22
4,10,16,25,32
15,16,23,26,30
15,17,19,21,22
4,9,28,33,35
19,22,27,32,33
11,18,20,21,27
19,24,31,37,39
1,9,11,21,32
21,24,32,34,37
12,13,15,19,24
8,23,26,32,33
8,14,28,31,37
4,13,20,35,38
9,17,23,26,30
3,9,12,13,16
1,21,23,25,35
1,4,5,15,27
1,22,27,33,38
22,25,27,36,37
1,16,17,26,37
7,10,16,17,28
2,6,14,15,39
5,7,10,13,18
12,19,26,33,36
10,23,25,30,39
7,8,12,20,21
11,13,14,28,33
1,14,22,29,34
11,20,22,27,34
4,16,35,36,38
26,27,33,37,38
2,4,22,31,35
9,10,25,29,35
7,17,21,25,38
21,26,28,30,33
5,6,7,13,38
6,19,25,27,32
10,11,20,21,37
10,19,30,32,35
1,4,16,23,33
25,30,31,34,39
7,25,30,33,39
8,16,22,26,27
5,7,14,18,22
6,12,19,33,38
3,17,18,29,33
1,9,14,16,31
19,23,25,32,34
8,10,22,29,31
9,22,26,28,30
1,8,10,32,37
4,6,9,28,29
10,15,29,33,35
3,9,23,26,35
14,17,20,27,32
1,8,16,29,36
1,12,20,22,38
2,14,29,31,32
4,9,10,18,38
4,8,12,25,31
5,20,29,34,35
9,10,19,24,26
9,11,21,23,29
1,10,23,26,37
3,12,16,32,37
2,7,12,15,33
10,16,28,29,36
8,17,19,30,37
4,7,9,10,21
2,5,16,23,25
16,30,31,32,35
3,6,28,29,33
3,4,10,15,24
1,3,21,28,38
9,10,22,28,33
5,16,18,32,33
5,14,15,20,21
1,7,20,30,38
8,13,20,28,36
9,15,16,18,30
2,5,17,32,35
5,11,15,16,29
5,8,22,23,34
5,19,26,28,33
8,12,27,30,36
6,7,21,33,38
22,23,30,31,34
2,13,27,31,33
13,16,18,20,33
3,5,8,15,23
4,13,22,37,38
8,9,10,15,21
7,11,13,14,35
1,20,21,23,30
2,6,10,14,30
1,8,21,22,35
2,13,23,28,29
2,12,13,27,35
3,8,16,17,28
14,16,25,29,35
15,23,32,33,36
9,10,23,26,30
5,10,21,30,34
10,24,26,32,39
5,11,16,26,30
6,12,15,17,27
5,16,17,33,36
5,16,18,28,29
6,27,28,31,37
1,3,29,30,35
9,24,25,26,28
5,8,15,31,36
5,15,17,26,37
2,8,12,20,24
3,5,25,29,34
9,14,15,18,21
6,18,21,33,38
3,7,10,20,31
2,11,24,32,36
11,14,17,23,34
3,5,28,33,34
3,15,16,23,30
7,9,17,18,39
5,22,31,38,39
3,6,10,30,37
2,14,22,27,32
3,4,18,21,35
3,12,13,21,23
7,16,23,25,29
3,12,23,30,34
5,7,18,24,28
6,18,19,24,35
4,6,16,33,39
2,13,19,32,36
3,7,9,21,25
9,12,22,30,37
14,16,19,20,25
3,8,12,21,39
4,8,20,26,33
9,11,24,37,39
16,19,22,24,32
4,6,16,17,35
2,4,18,21,27
19,24,30,35,36
6,8,12,27,33
14,15,18,23,29
1,3,10,20,30
5,13,17,35,39
5,6,8,20,27
3,6,9,28,31
2,7,8,17,29
7,9,22,27,32
8,15,17,25,37
8,9,11,25,35
4,11,26,28,39
3,4,6,8,31
7,13,14,21,32
8,10,18,20,36
10,12,13,22,29
15,27,32,35,37
1,2,30,36,38
4,8,18,34,37
2,10,18,21,39
9,22,23,25,31
3,4,12,27,32
2,4,25,26,30
3,6,12,15,28
3,22,24,27,36
3,4,17,28,37
2,26,28,30,32
1,2,16,26,34
1,25,28,31,38
6,13,16,19,39
3,9,16,26,34
1,7,11,24,28
3,9,13,28,38
2,13,32,34,39
2,10,15,35,36
2,6,12,23,31
3,7,16,26,29
6,22,30,33,34
1,13,23,26,38
8,10,16,22,25
1,3,12,32,39
20,21,28,32,34
2,11,15,21,39
4,5,12,26,36
14,18,19,21,38
4,5,7,14,32
3,18,21,23,37
13,18,30,35,36
9,16,32,34,39
7,18,19,36,39
4,11,17,32,33
6,18,22,26,30
1,12,20,28,35
6,14,24,26,38
6,7,8,10,21
4,21,27,30,38
4,6,8,17,23
4,5,8,32,39
8,16,20,27,36
1,5,10,22,29
6,19,26,31,39
3,7,15,22,34
5,10,27,31,33
16,19,20,23,39
14,23,26,28,38
3,9,11,33,36
1,2,8,31,38
4,5,10,22,26
1,4,6,21,34
7,25,26,31,32
9,27,29,31,37
8,9,20,23,31
1,2,3,8,16
1,3,6,19,25
2,13,15,27,37
6,16,25,31,34
7,16,18,26,36
7,9,12,17,25
1,3,5,13,18
6,22,28,32,34
3,7,9,13,31
1,16,30,32,39
5,11,18,23,33
10,13,22,28,34
10,11,18,22,25
4,9,20,33,38
4,7,10,13,30
13,15,19,20,27
4,7,13,16,30
18,22,28,34,37
9,20,23,34,38
1,3,19,32,38
5,6,18,25,29
2,20,30,33,34
3,21,25,36,38
1,18,22,25,31
11,16,22,26,32
3,4,7,35,37
7,17,31,32,35
9,10,25,28,30
8,30,32,38,39
1,9,26,38,39
4,15,25,35,39
2,16,17,29,30
7,10,11,17,37
9,13,32,35,38
22,26,28,32,34
5,18,24,25,31
2,10,11,18,25
2,4,10,12,23
5,9,25,35,36
7,20,22,34,37
2,12,27,31,32
3,4,7,37,39
4,17,21,25,39
3,17,23,32,36
4,25,26,34,39
1,31,34,36,37
6,9,10,24,32
9,16,25,28,30
5,10,17,37,39
5,21,23,25,35
2,12,20,22,24
2,6,13,34,36
1,10,13,30,36
3,11,17,21,23
12,13,14,24,30
3,7,13,15,31
8,17,22,33,34
12,14,18,20,36
1,7,11,30,36
1,14,20,21,38
15,17,22,31,39
13,15,20,22,35
3,4,17,18,30
1,5,18,21,33
2,3,5,37,38
5,7,10,29,38
6,15,32,33,36
2,7,9,14,15
6,8,16,18,30
1,14,18,24,34
7,10,11,12,20
9,10,22,29,31
11,12,17,33,34
11,14,29,34,35
5,12,17,26,30
2,14,23,30,38
10,19,21,27,39
6,11,15,37,38
11,12,17,18,39
4,8,25,33,36
7,12,22,28,36
6,12,35,37,38
2,18,19,27,29
17,19,24,29,31
2,3,6,29,38
8,15,19,26,34
4,13,19,21,30
5,16,33,37,39
5,6,20,21,26
5,24,26,27,36
18,19,20,21,27
11,23,25,33,39
9,14,15,19,38
2,5,9,23,33
9,11,12,24,28
4,14,28,30,37
4,8,11,16,39
13,29,33,34,38
11,13,14,31,32
1,29,31,36,38
1,21,22,37,38
1,5,17,29,39
2,6,15,25,38
5,10,12,21,23
6,8,19,21,25
4,12,17,26,33
9,14,32,36,37
11,12,15,21,27
8,22,35,37,39
1,18,24,27,35
5,12,14,27,35
3,5,11,29,33
2,4,22,34,39
6,8,10,17,23
1,21,22,25,28
6,21,25,27,39
3,5,18,31,39
6,9,10,14,27
16,26,28,33,34
3,6,18,29,35
13,19,20,26,32
6,7,19,25,34
4,8,18,24,29
18,28,32,33,38
12,20,28,32,37
4,8,11,19,34
14,16,17,19,29
6,11,18,24,37
1,2,9,24,27
6,20,26,35,36
5,6,20,29,36
15,22,26,27,33
2,3,10,17,25
2,13,34,35,36
2,3,4,29,35
6,7,24,36,38
15,17,21,26,35
7,10,11,15,18
5,22,24,31,38
7,8,14,27,28
1,2,18,30,39
2,9,25,34,39
8,10,23,29,36
6,8,15,20,23
8,10,16,21,36
3,4,20,21,39
5,6,9,15,20
5,9,11,28,35
6,15,16,17,35
8,10,15,16,26
1,3,7,25,39
16,18,23,32,38
16,17,25,34,36
9,11,15,21,32
1,2,4,7,33
1,5,8,25,32
5,17,23,35,37
3,21,25,32,37
2,3,14,15,16
6,12,16,33,39
4,8,17,29,35
4,5,9,29,36
2,14,17,21,24
4,12,13,19,36
1,2,13,22,23
3,11,12,13,25
14,23,25,27,33
1,5,11,19,24
13,15,18,27,38
5,16,21,36,37
10,14,23,34,39
4,7,11,27,30
14,17,23,26,31
13,19,21,35,36
11,16,32,34,37
9,16,33,35,38
12,26,29,31,35
2,9,17,21,29
8,22,24,27,31
5,28,30,33,34
3,12,26,31,37
15,17,23,38,39
2,15,18,21,27
13,14,18,22,38
6,20,31,34,38
11,13,19,29,30
1,14,19,21,22
15,23,24,31,33
5,17,23,27,33
19,29,35,36,39
9,17,25,27,29
6,8,9,24,30
1,6,12,22,38
15,16,22,25,31
4,8,28,32,36
2,18,20,24,36
3,17,20,22,24
2,7,20,21,37
4,5,20,28,37
10,14,25,33,37
9,11,13,24,38
10,17,28,33,36
8,12,13,17,33
8,21,29,30,39
13,14,17,21,28
11,18,21,34,37
1,10,17,32,34
4,9,19,20,36
2,9,17,25,30
6,14,16,33,38
16,19,21,27,37
1,11,15,24,36
1,18,26,27,29
3,9,19,26,37
9,12,21,35,38
7,23,25,27,31
6,14,16,27,35
2,19,31,32,36
5,24,35,38,39
2,22,25,28,32
3,13,19,33,36
11,19,31,32,38
11,12,15,21,31
5,18,24,25,34
3,11,19,24,33
1,4,17,25,30
1,18,27,31,38
5,14,28,32,36
2,9,10,27,37
4,14,17,24,39
16,17,18,22,31
4,5,12,20,35
6,8,10,13,19
8,9,13,29,33
1,11,23,26,35
2,4,9,19,27
19,23,25,36,38
2,10,21,30,33
5,18,27,29,38
1,14,16,18,26
7,22,26,31,39
4,8,19,24,37
8,13,18,19,34
10,20,24,26,35
6,10,12,25,37
14,15,17,31,32
17,21,29,33,39
3,4,7,15,25
11,16,17,18,23
3,7,19,23,31
6,13,19,30,37
2,3,13,15,39
14,29,30,32,39
3,20,22,29,32
3,6,12,16,36
3,7,32,33,39
1,12,15,32,35
1,30,31,32,34
14,20,22,30,35
3,9,10,11,18
4,10,11,12,22
2,6,14,15,25
3,5,11,27,37
3,11,14,30,32
3,4,6,23,32
5,10,29,32,38
1,6,9,18,26
1,5,25,30,34
3,14,17,30,36
1,3,6,10,13
4,6,10,29,34
5,18,28,35,38
11,20,28,32,37
7,15,32,33,39
7,8,11,12,37
2,13,27,32,36
11,18,26,29,34
5,8,14,24,38
6,9,11,23,34
6,9,10,11,17
6,7,9,13,26
5,14,22,30,32
8,10,20,21,35
6,7,18,26,28
4,6,16,17,36
3,13,15,34,38
13,15,24,31,32
8,22,24,35,36
10,15,22,26,32
9,16,21,27,30
4,7,12,27,34
1,8,20,23,39
3,16,21,28,39
8,20,23,28,35
2,15,17,20,31
2,13,20,25,29
3,4,19,24,25
2,11,25,27,36
4,6,19,22,31
7,8,14,20,28
8,12,13,23,28
2,10,25,30,32
6,11,25,31,38
1,15,25,29,32
3,5,10,21,32
8,10,11,29,38
12,14,29,31,36
4,5,17,19,26
3,5,7,18,38
4,21,26,33,34
6,9,17,26,28
8,11,17,29,34
10,19,21,27,38
7,13,15,20,38
1,16,17,20,23
1,10,20,28,39
2,7,13,18,30
1,4,14,23,25
16,21,33,35,38
2,7,8,20,34
2,5,14,27,34
11,29,30,31,32
5,8,11,35,39
7,9,14,22,37
7,14,18,24,31
18,21,27,37,38
4,8,32,37,39
2,6,14,27,29
4,7,27,28,37
7,15,18,20,31
7,8,12,25,39
7,21,25,28,32
4,6,15,35,37
7,9,16,17,33
8,16,18,19,21
1,14,17,18,26
4,23,24,28,31
3,4,7,13,18
6,9,10,29,37
1,4,16,17,39
5,24,29,36,39
16,23,25,28,37
2,9,11,15,18
1,7,11,15,31
3,5,11,29,33
5,24,26,28,39
3,14,15,29,37
10,12,14,22,27
11,20,27,34,36
7,8,9,15,28
7,10,17,23,29
6,14,24,30,34
2,3,7,14,36
11,13,24,26,28
2,10,18,19,36
1,10,22,30,37
17,22,30,31,39
7,16,18,21,35
5,23,26,35,39
9,12,18,31,35
5,8,15,16,29
5,7,18,24,38
10,13,14,19,31
4,9,20,24,29
4,6,21,31,34
5,10,19,25,36
21,22,30,34,36
11,24,29,30,39
1,2,12,26,30
5,10,11,13,17
3,5,11,21,39
16,20,21,24,37
7,10,22,30,35
16,20,25,32,37
3,5,14,28,39
2,6,10,21,36
5,28,31,32,37
7,9,16,21,23
4,5,18,19,27
1,10,21,22,23
1,6,12,30,37
12,14,23,34,37
6,16,22,24,37
13,20,31,37,38
19,27,33,36,38
6,26,31,33,37
1,9,13,23,35
6,12,20,21,38
3,4,5,10,13
12,14,20,21,33
7,13,15,20,34
3,4,17,21,23
2,3,9,16,22
9,10,13,19,32
11,15,29,30,37
19,23,26,27,30
5,7,26,32,38
6,9,31,34,35
12,23,25,32,36
6,8,19,20,34
1,10,12,34,36
4,5,24,35,39
17,18,20,33,34
4,14,26,31,39
